,geo_id,area_land_meters,area_water_meters,int_point_lat,int_point_lon
117,05017,1669835058,119303631,33.2671393,-91.2971578
118,05041,1989461618,133085432,33.8287519,-91.2441034
119,05039,1728522507,1864048,33.9678233,-92.6539989
120,05067,1641629489,19623387,35.5964674,-91.2232051
121,05011,1681512201,9535200,33.4665491,-92.1691559
122,05015,1631823636,22397554,36.3373704,-93.5409718
123,05133,1464132101,41833257,33.9948773,-94.2432792
124,05073,1368278171,43469432,33.2406294,-93.611514
125,05065,1503735021,8913817,36.0948792,-91.9136252
126,05089,1546110609,112284588,36.2666636,-92.6785765
127,05029,1430388148,37328675,35.265702,-92.6892479
128,05083,1834415737,61409940,35.2186538,-93.7209102
129,05141,1838244470,37694051,35.5829532,-92.5159757
130,05095,1572467982,36693587,34.6795117,-91.2033099
131,05023,1434077953,98890719,35.5663146,-92.0599504
132,05117,1677973068,71807770,34.8311162,-91.5536205
133,05021,1656214474,5097734,36.3673021,-90.4187041
134,05127,2311217233,14870494,34.8588693,-94.0636413
135,05071,1708980734,58598404,35.5733586,-93.4663223
136,05129,1724955843,6256683,35.8963868,-92.6958884
137,05003,2396668938,39291076,33.1908354,-91.7722672
138,05061,1524380362,17475613,34.0830639,-93.9909315
139,05049,1601099815,5526928,36.3836192,-91.8196636
140,05075,1521913730,12286149,36.0410983,-91.1011529
141,05147,1519769776,18703960,35.1927768,-91.2445353
142,05113,2220863254,12372575,34.4909149,-94.2308841
143,05097,2019984639,52914079,34.5456557,-93.664153
144,05109,1555611456,34977709,34.1581907,-93.6586589
145,05019,2243130283,43387661,34.0533162,-93.1762085
146,05135,1565401499,5201390,36.1733989,-91.4710689
147,05063,1978814985,19593589,35.7374992,-91.5599423
148,05093,2332481583,49826387,35.7669437,-90.0522072
149,05103,1897898727,18050436,33.5911684,-92.8784131
150,05013,1627975429,9926146,33.5604604,-92.513879
151,05139,2691655893,41400825,33.1682186,-92.5981447
152,05143,2439709563,26898329,35.978001,-94.2172695
153,05007,2196053836,94223432,36.3378189,-94.2562984
154,05087,2160720581,7318310,36.0125452,-93.7240531
155,05123,1644019105,20027489,35.0228383,-90.7515053
156,05131,1375720610,37325387,35.1969808,-94.2749889
157,05047,1576909749,27950884,35.5085579,-93.8876647
158,05033,1537849721,28387848,35.5830114,-94.2362187
159,05101,2126132564,5930171,35.9107423,-93.2158984
160,05009,1528080514,31092205,36.3042991,-93.0792364
161,05107,1801669169,82139041,34.4236874,-90.8555931
162,05057,1884271055,35369289,33.735953,-93.6643553
163,05099,1600206102,7241222,33.6666991,-93.3050716
164,05051,1755025617,147393195,34.5788523,-93.1469323
165,05031,1831907088,14029461,35.8277285,-90.6314213
166,05111,1964149129,13520122,35.5688702,-90.6811037
167,05053,1636384327,2896901,34.2855683,-92.4229794
168,05045,1678199700,41766665,35.1465478,-92.3369277
169,05125,1874047317,17969885,34.6485246,-92.674463
170,05105,1428530422,23226442,34.9463629,-92.9268773
171,05085,1997848802,82750645,34.7551137,-91.894132
172,05119,1964339922,126230012,34.7703106,-92.312996
173,05027,1983887989,1990757,33.2230377,-93.2328433
174,05059,1593594553,18034772,34.3151767,-92.9441474
175,05035,1580882918,67433862,35.2118788,-90.3153317
176,05005,1435504137,84171720,36.2802684,-92.3299488
177,05055,1496205800,4789610,36.1206072,-90.5663459
178,05079,1454383536,27514923,33.957675,-91.7276258
179,05069,2253424970,113261151,34.277239,-91.929673
180,05025,1548239710,2500196,33.8932006,-92.1887141
181,05115,2104407172,47240356,35.456557,-93.0268181
182,05149,2408958968,48394529,34.9977133,-93.4083032
183,05145,2680828175,18293048,35.2551175,-91.7530339
184,05081,1378511385,84225310,33.699497,-94.2297741
185,05091,1620637610,30875065,33.3055054,-93.9015018
186,06027,26410680788,76915743,36.561977,-117.4039269
187,06003,1912292608,12557304,38.6217831,-119.7983522
188,06063,6612400910,156387636,39.9922953,-120.8243709
189,06021,3403160291,33693350,39.6025462,-122.4016998
190,06105,8234265082,73407950,40.6478033,-123.114476
191,06051,7896838483,214695677,37.9158363,-118.8751668
192,06049,10225096402,661284408,41.5929185,-120.7183704
193,06093,16261933244,179149815,41.5879861,-122.5332868
194,06009,2641784992,43841871,38.1838996,-120.5614415
195,06011,2980332742,14608887,39.1777385,-122.2375629
196,06043,3752472150,36225644,37.5700295,-119.9128613
197,06005,1539933596,29470567,38.4435501,-120.6538563
198,06091,2468694583,23299110,39.5769252,-120.5219926
199,06029,21062540828,78680980,35.3466288,-118.7295064
200,06007,4238488156,105261063,39.6659588,-121.6019188
201,06033,3254349190,188851723,39.0948019,-122.7467569
202,06015,2606117982,578742642,41.763958,-124.003614
203,06025,10814594615,790217372,33.0408143,-115.3554001
204,06023,9241426488,1253864712,40.7066554,-123.9261757
205,06019,15432139300,136609898,36.7610058,-119.6550193
206,06031,3600883803,3162664,36.072478,-119.8155301
207,06059,2053367783,401931862,33.6756872,-117.7772068
208,06037,10511861492,1793485467,34.1963983,-118.2618616
209,06039,5534617472,42245931,37.2098213,-119.7498023
210,06047,5014506620,110178168,37.1948063,-120.7228019
211,06099,3874667416,46351766,37.5623162,-121.0028311
212,06055,1937986794,104295181,38.5070999,-122.3259045
213,06111,4771987962,947345370,34.3587415,-119.1331432
214,06103,7638228749,33767783,40.1261573,-122.2322737
215,06089,9778407493,186302040,40.7605142,-122.0435556
216,06071,51975576263,96414425,34.8572198,-116.1811967
217,06065,18671212657,243883196,33.7298275,-116.0022389
218,06113,2628144759,22878428,38.6795955,-121.9024413
219,06017,4423299441,203342316,38.7856116,-120.5342245
220,06067,2499983887,75425434,38.4500161,-121.3404408
221,06061,3644306246,246466620,39.0620323,-120.7227181
222,06053,8499616876,1267800137,36.240107,-121.3155723
223,06073,10904373558,817404622,33.0236041,-116.7761174
224,06001,1909614756,216907015,37.6471385,-121.912488
225,06075,121477743,479114582,37.7272391,-123.0322294
226,06013,1857229826,225285866,37.919479,-121.9515431
227,06041,1347950152,797055812,38.0518169,-122.7459738
228,06081,1161957020,757114175,37.4146725,-122.3715457
229,06085,3343890934,33595384,37.2206954,-121.6905097
230,06069,3596591082,4719300,36.6116507,-121.0858108
231,06079,8548557892,815573121,35.3852242,-120.4475445
232,06087,1152794691,419743117,37.0124883,-122.007205
233,06083,7084063392,2729751706,34.5370572,-120.0399729
234,06097,4080764059,498182342,38.5251824,-122.9261095
235,06109,5752029633,138772442,38.0214344,-119.9647335
236,06077,3606127799,89109687,37.9349815,-121.272244
237,06035,11761615584,463426056,40.7210862,-120.6299518
238,06057,2480587338,41531993,39.2975082,-120.7713429
239,06045,9081426663,962946206,39.4323876,-123.4428811
240,06095,2128488719,218671901,38.2672255,-121.939594
241,06107,12494889125,37207487,36.2288339,-118.7810551
242,06115,1636913845,31057995,39.27013,-121.3442587
243,06101,1560546528,15240591,39.0361898,-121.7039397
244,08029,2958090985,16786780,38.8615949,-107.8648924
245,08007,3496712109,13740247,37.2023952,-107.0508634
246,08057,4179530230,18750017,40.6634319,-106.3292476
247,08103,8342275014,4868111,39.9726223,-108.2007155
248,08049,4782273598,59889262,40.1130652,-106.1108366
249,08055,4120756304,5792101,37.6878154,-104.9599278
250,08015,2624715697,3999975,38.7382234,-106.3166833
251,08063,5596501939,2251929,39.3053399,-102.6030226
252,08009,6617400568,6142192,37.3097802,-102.5437412
253,08033,2763958510,2716141,37.7117226,-108.5241156
254,08071,12361852579,6929970,37.3188308,-104.0441103
255,08061,4578603586,47032918,38.387663,-102.7568494
256,08095,1781724976,301808,40.5947117,-102.3451047
257,08011,3918255147,73141518,37.9318907,-103.0775841
258,08089,3268424427,20092434,37.8841698,-103.7212597
259,08065,976215867,18111565,39.2053405,-106.350079
260,08109,8206547705,4454510,38.0316514,-106.2346662
261,08073,6676158660,22780358,38.9937401,-103.5075545
262,08079,2268209075,5222161,37.5490672,-107.003236
263,08105,2361956092,984295,37.4858534,-106.453128
264,08053,2893614473,15324685,37.8211654,-107.3382613
265,08083,5255990025,27208195,37.3380247,-108.5957864
266,08115,1419419016,3530746,40.8715679,-102.3553579
267,08021,3334423894,9235012,37.2134065,-106.1764473
268,08121,6521806798,15207401,39.9657899,-103.2097445
269,08003,1871465874,1847610,37.5684423,-105.7880414
270,08027,1913031921,3364150,38.1019955,-105.3735123
271,08125,6123763561,11134665,40.0007703,-102.4216491
272,08051,8389338078,53067068,38.6704993,-107.0568798
273,08017,4605713960,8166129,38.8356456,-102.6017914
274,08111,1003660672,2035929,37.7810492,-107.6702567
275,08025,2039427872,33422981,38.3061801,-103.7727363
276,08113,3332606082,5204095,38.009319,-108.4272635
277,08099,4243429484,15345176,37.9581814,-102.3921613
278,08023,3179452298,8828906,37.2775474,-105.4289399
279,08013,1881309466,36493405,40.0949699,-105.3976911
280,08117,1575590637,28283537,39.6210227,-106.1375545
281,08043,3970664378,2235542,38.4551696,-105.4249583
282,08041,5508514019,7087627,38.8273831,-104.5274718
283,08119,1442732301,4946547,38.8699759,-105.1873651
284,08081,12284943819,19803411,40.6108644,-108.2171545
285,08001,3020716474,44323330,39.8743252,-104.3318718
286,08014,85478765,1411396,39.9535933,-105.0507868
287,08039,4793643980,442147,39.3151572,-104.1140759
288,08047,388556733,942056,39.8611555,-105.5288778
289,08019,1023234039,3274908,39.669732,-105.69257
290,08031,397024773,4245401,39.7618502,-104.8811054
291,08059,1979623397,25204513,39.5795106,-105.245462
292,08005,2066706152,19421685,39.6445537,-104.3317065
293,08035,2176240583,6798120,39.325414,-104.9259871
294,08093,5682182508,43519840,39.1189141,-105.7176479
295,08067,4376255148,25642578,37.2873673,-107.8397178
296,08037,4362757834,18967056,39.6269919,-106.6951694
297,08069,6723025059,99007869,40.6580933,-105.4867638
298,08087,3316441486,34663098,40.263159,-103.8122102
299,08097,2514104907,6472577,39.2175376,-106.9161587
300,08045,7633795354,21708518,39.5993517,-107.9097802
301,08077,8621849401,31490395,39.019524,-108.4605707
302,08123,10320918528,82403821,40.555961,-104.383666
303,08091,1402719363,1599543,38.1547313,-107.7884802
304,08085,5804023558,4923260,38.4075069,-108.2662815
305,08101,6179964847,30219283,38.1706581,-104.4898924
306,08107,6117602807,15831744,40.4836638,-106.9877021
307,08075,4761947979,16363553,40.7280911,-103.0904639
308,09001,1618659464,549285481,41.2274128,-73.3670614
309,09007,956493754,180679140,41.4330028,-72.5227802
310,09013,1062807466,17549693,41.8580807,-72.3409779
311,09003,1903543898,40543777,41.8060534,-72.7329157
312,09009,1565683007,667074958,41.3497185,-72.9002033
313,09011,1722711022,276663467,41.4726517,-72.1086339
314,09005,2384120288,62342856,41.7918833,-73.2354042
315,09015,1328478482,21477921,41.8249987,-71.9907017
316,10001,1517888728,549776901,39.0970884,-75.5029819
317,10003,1104157957,175368158,39.5759152,-75.6441324
318,10005,2424573396,674146105,38.6732275,-75.3370237
319,11001,158340389,18687196,38.9042474,-77.0165167
320,12029,1826222177,410621177,29.5808994,-83.1956656
321,12045,1433401108,494650564,29.9072571,-85.2565366
322,12007,761362115,16905201,29.9523863,-82.1666793
323,12079,1804001484,49634046,30.4472325,-83.4704159
324,12067,1407256297,11817999,29.9900661,-83.1785097
325,12047,1330689567,13659798,30.4911868,-82.9510714
326,12013,1469394565,18070425,30.3888013,-85.1979155
327,12063,2378066187,94242663,30.7892485,-85.2088141
328,12077,2164099094,19582444,30.2598494,-84.8685805
329,12121,1783342112,9593307,30.1892438,-82.9927542
330,12125,630804540,16049423,30.0542796,-82.366918
331,12043,2089001842,466834350,26.9548102,-81.1908197
332,12133,1514305977,81008176,30.6022166,-85.6627968
333,12037,1411908392,1275539662,29.8101756,-84.7991742
334,12123,2702180425,489194882,30.0099084,-83.6094825
335,12059,1240232912,26393538,30.8620072,-85.8159385
336,12027,1649027549,6243548,27.1905809,-81.8062531
337,12071,2023963480,1116067200,26.5590348,-81.8919943
338,12051,2994619266,87037213,26.539967,-81.1521142
339,12131,2687740188,522795160,30.6312106,-86.1766139
340,12091,2409272023,393297372,30.665851,-86.5941872
341,12035,1256519820,221918896,29.4748909,-81.2862532
342,12127,2852204344,857791723,29.057769,-81.161792
343,12075,2896183010,762935040,29.2844566,-82.783462
344,12041,905705573,14362143,29.7234556,-82.7958011
345,12001,2267634813,241567998,29.6757403,-82.357221
346,12017,1507142302,495547944,28.8436402,-82.5248099
347,12109,1555456032,572308820,29.8904875,-81.4000404
348,12089,1680074659,200051074,30.6059629,-81.7650867
349,12019,1565946418,100824283,29.9865835,-81.8650364
350,12031,1975200913,403608266,30.3352449,-81.6481132
351,12003,1515738968,9686120,30.3244416,-82.3022838
352,12087,2546034512,7133349995,24.7688833,-80.9532703
353,12023,2065648366,9755972,30.2216509,-82.6233712
354,12105,4655603728,551339930,27.9536488,-81.6935337
355,12099,5087468869,1084901519,26.6491257,-80.4483542
356,12011,3115289087,310801098,26.1935353,-80.4766834
357,12086,4920565755,1376144237,25.6105799,-80.4970989
358,12021,5172045734,797817705,26.118786,-81.4009553
359,12115,1439998180,438480422,27.1843855,-82.3658351
360,12081,1925994820,386168924,27.4816825,-82.3687669
361,12083,4113978836,192297049,29.2028047,-82.0431004
362,12093,1992107752,317943020,27.3855924,-80.8873884
363,12069,2462450874,534024151,28.7641128,-81.7122822
364,12117,801150340,93274757,28.6900918,-81.1319894
365,12095,2335820971,262462219,28.5143906,-81.3232839
366,12097,3438372945,462245351,28.0590267,-81.1393116
367,12107,1885167063,256548276,29.5938964,-81.7320389
368,12009,2628793422,1403880653,28.2983112,-80.7003334
369,12005,1964743641,711110042,30.2382176,-85.6316798
370,12113,2622050628,418020790,30.7012689,-87.01289
371,12033,1701552902,563919214,30.6116382,-87.3388996
372,12111,1480568023,300932235,27.3798137,-80.4435357
373,12085,1408486860,542095986,27.0836036,-80.3982011
374,12015,1764058559,458736680,26.8689745,-81.9412782
375,12061,1302203837,295578902,27.7005283,-80.5747894
376,12055,2635685460,230708988,27.3410799,-81.3423534
377,12129,1570615733,334902363,30.139432,-84.3748463
378,12065,1549012954,99610823,30.4245577,-83.8908594
379,12073,1727237331,90397079,30.4593104,-84.2778004
380,12039,1337233845,31646697,30.5786866,-84.6126072
381,12057,2646772012,631505816,27.9066072,-82.3497186
382,12053,1224962206,300591492,28.5730426,-82.4662272
383,12103,709079114,865966111,27.9031078,-82.7395188
384,12101,1933633890,315641629,28.3077107,-82.4648324
385,12119,1442966763,58774363,28.7141008,-82.0743472
386,12049,1651311553,1457910,27.4928458,-81.8215798
387,13291,834197337,18082752,34.833333,-83.9892568
388,13253,615215134,49261828,30.9339599,-84.8676853
389,13123,1103886891,12283371,34.6905055,-84.4546244
390,13267,1245327267,19489654,32.0437683,-82.0592081
391,13109,473694908,10295112,32.1530834,-81.890153
392,13301,736483608,6034478,33.4191691,-82.6880123
393,13043,629520839,15018189,32.4039497,-82.0712656
394,13309,765314383,12377032,32.105258,-82.7338492
395,13001,1316423275,10328007,31.739712,-82.2901025
396,13241,958658531,17839291,34.8839345,-83.4048701
397,13315,978525378,11147628,31.9627199,-83.4382586
398,13165,899567385,13334498,32.7945631,-81.9715244
399,13125,372299245,1832723,33.2274908,-82.6069126
400,13265,504031037,1915743,33.559319,-82.8752721
401,13131,1177153102,14924993,30.8759076,-84.2450803
402,13049,2020415647,5963237,30.7799036,-82.1396442
403,13319,1163459874,7084800,32.8042663,-83.1755122
404,13281,431139631,13792631,34.9025294,-83.7322645
405,13163,1363760603,8070350,33.0581756,-82.4200036
406,13147,601970613,63521436,34.3487328,-82.96329
407,13205,1326483091,4314212,31.228997,-84.192038
408,13251,1672540367,26152057,32.7447512,-81.6175849
409,13105,909338653,59876817,34.116413,-82.8419087
410,13023,559106469,8441079,32.4354034,-83.3317174
411,13075,591606618,12386236,31.1525157,-83.4294448
412,13037,726191502,8271470,31.521279,-84.6262895
413,13311,623522401,3919460,34.643776,-83.7434165
414,13201,731471786,3211332,31.1629309,-84.7303983
415,13235,645583957,5046606,32.2388026,-83.4818454
416,13161,857073381,11603478,31.8116153,-82.6368248
417,13091,1284521385,18545752,32.164369,-83.1678658
418,13061,506093883,56546975,31.6198309,-84.9925826
419,13193,1037709939,13841916,32.3626859,-84.0512306
420,13303,1757341877,15131098,32.9718435,-82.7981123
421,13119,677441264,12732865,34.3752657,-83.2275325
422,13133,1004043243,48038460,33.5767403,-83.1666127
423,13107,1762672232,24896323,32.5910995,-82.2997628
424,13243,1109126228,6830041,31.762651,-84.7523108
425,13269,975613091,7801539,32.5546668,-84.2514261
426,13099,1327626601,9702715,31.3241906,-84.9067225
427,13317,1216001409,11896927,33.7790312,-82.7479211
428,13011,601022383,4593262,34.3519216,-83.4984409
429,13007,885665383,18598654,31.3195798,-84.4548812
430,13187,732817525,3278613,34.5681403,-83.9989251
431,13155,917795232,21756147,31.6043062,-83.2770374
432,13005,735776603,4499926,31.5502095,-82.4514325
433,13111,1002597261,13473582,34.8665427,-84.3173308
434,13237,892721781,41451859,33.3210605,-83.3717898
435,13271,1132621096,17356399,31.9136406,-82.9310634
436,13307,542230981,2348162,32.0466911,-84.5538279
437,13093,1016908653,12141885,32.1519954,-83.807167
438,13019,1174237672,11673014,31.2886522,-83.2278695
439,13065,2110829176,23303279,30.9176531,-82.7026143
440,13287,739222162,11823691,31.7248005,-83.6203195
441,13177,921731012,15310683,31.8184185,-84.1466814
442,13321,1478137689,10471700,31.5517733,-83.8499598
443,13095,851183463,15352849,31.5325876,-84.20904
444,13273,869559691,5087422,31.7771909,-84.4394464
445,13249,432291200,2369649,32.2634439,-84.3227083
446,13261,1250646284,25211441,32.0422659,-84.2042935
447,13219,477424988,5283000,33.8341247,-83.4377284
448,13221,1137166303,7707062,33.8668062,-83.0740805
449,13059,308784925,4688311,33.9521852,-83.3671522
450,13195,731225616,8461936,34.1285257,-83.2037373
451,13143,730804591,2616531,33.7951646,-85.2200629
452,13089,693420786,8881087,33.7706611,-84.2263432
453,13015,1188568909,27370203,34.2409175,-84.8381879
454,13171,475264443,6044329,33.0744405,-84.1466893
455,13077,1142012458,12689156,33.3528965,-84.7621381
456,13085,546042257,9272655,34.4426077,-84.1732611
457,13223,808928487,5212751,33.9210299,-84.8671693
458,13211,899770619,18692749,33.5986956,-83.4994346
459,13117,581585514,58452875,34.225143,-84.1274075
460,13113,503436770,12808490,33.4127172,-84.4939407
461,13297,846447052,8248719,33.7838866,-83.731829
462,13045,1292475864,12301430,33.5822366,-85.0805272
463,13231,559660466,8595984,33.0812241,-84.3898475
464,13063,366946710,6972579,33.5426863,-84.3555727
465,13217,709140711,13978612,33.5440407,-83.8551837
466,13159,954167633,13100766,33.3169807,-83.6891515
467,13057,1090600986,34467305,34.2443166,-84.4750574
468,13035,475754783,11269640,33.2903551,-83.9582206
469,13227,601031022,1690669,34.4567464,-84.4903508
470,13135,1115308546,15958551,33.9591457,-84.023087
471,13149,766564615,13266481,33.2913469,-85.1378862
472,13151,825296435,20290464,33.4529466,-84.1540207
473,13247,336228288,5902795,33.6520811,-84.0263696
474,13013,417082276,4909657,33.9920094,-83.7123025
475,13255,507620135,9374579,33.2623481,-84.2849046
476,13097,518355038,2423527,33.7012421,-84.7673139
477,13199,1298162536,10832501,33.0292666,-84.6670579
478,13121,1364208323,19715145,33.7900338,-84.4681816
479,13067,880052398,12376345,33.9399298,-84.5741123
480,13189,666848710,23114025,33.4796231,-82.4787331
481,13181,544884786,121513274,33.7921507,-82.4482992
482,13033,2142010451,20584267,33.0601805,-82.0001638
483,13073,751293211,45394065,33.5476313,-82.2522957
484,13245,840016006,11014326,33.3614863,-82.0749982
485,13087,1546667779,67329698,30.8806431,-84.5838902
486,13191,1117201951,369176400,31.4885058,-81.3722892
487,13127,1086632090,429152790,31.2127098,-81.4964503
488,13025,1147949245,10297607,31.1973339,-81.9829779
489,13129,923182326,5729532,34.5096669,-84.8738622
490,13233,803758612,4681735,33.9960153,-85.1883384
491,13295,1156145280,1672676,34.735802,-85.3054565
492,13047,419998844,771159,34.9002176,-85.1393857
493,13083,450605307,467844,34.8524237,-85.5062006
494,13145,1201300628,23651059,32.7315494,-84.912432
495,13197,947979449,3790127,32.3593118,-84.5287354
496,13215,560678533,11737090,32.510197,-84.874946
497,13053,644226248,6276670,32.3474454,-84.7880206
498,13263,1013662781,8766848,32.7046026,-84.5300288
499,13259,1188153055,12598484,32.073225,-84.8349117
500,13081,706236812,21409235,31.9151485,-83.7535309
501,13137,716980220,5802042,34.6343924,-83.5258749
502,13213,892235146,5719644,34.7970974,-84.7379899
503,13313,752230670,1597015,34.8017261,-84.968541
504,13069,1533928847,26927255,31.5492452,-82.8449401
505,13003,887636792,4701677,31.2968056,-82.8781511
506,13167,784815227,9256634,32.6945842,-82.6639696
507,13283,516529390,7805618,32.4095857,-82.5708819
508,13175,2090974815,28853699,32.3932197,-82.9263171
509,13239,391703076,24158295,31.8629381,-85.0047978
510,13017,647812569,9803929,31.7407715,-83.147197
511,13139,1017862667,94017443,34.3175689,-83.8184997
512,13183,1037013527,8855056,31.7495633,-81.7428697
513,13179,1337652378,222886509,31.8074582,-81.4578709
514,13157,879737593,8885451,34.1309052,-83.5625568
515,13305,1662608486,17768247,31.5478449,-81.9123763
516,13285,1072274471,82761542,33.034482,-85.02836
517,13207,1025872449,5643845,33.0174352,-83.9229376
518,13289,930478091,8740237,32.6658469,-83.4258792
519,13079,841521988,3988980,32.7094283,-83.9791874
