,geo_id,nonfamily_households,family_households,median_year_structure_built,rent_burden_not_computed,rent_over_50_percent,rent_40_to_50_percent,rent_35_to_40_percent,rent_30_to_35_percent,rent_25_to_30_percent,rent_20_to_25_percent,rent_15_to_20_percent,rent_10_to_15_percent,rent_under_10_percent,total_pop,male_pop,female_pop,median_age,white_pop,black_pop,asian_pop,hispanic_pop,amerindian_pop,other_race_pop,two_or_more_races_pop,not_hispanic_pop,commuters_by_public_transportation,households,median_income,income_per_capita,housing_units,vacant_housing_units,vacant_housing_units_for_rent,vacant_housing_units_for_sale,median_rent,percent_income_spent_on_rent,owner_occupied_housing_units,million_dollar_housing_units,mortgaged_housing_units,families_with_young_children,two_parent_families_with_young_children,two_parents_in_labor_force_families_with_young_children,two_parents_father_in_labor_force_families_with_young_children,two_parents_mother_in_labor_force_families_with_young_children,two_parents_not_in_labor_force_families_with_young_children,one_parent_families_with_young_children,father_one_parent_families_with_young_children,father_in_labor_force_one_parent_families_with_young_children,commute_10_14_mins,commute_15_19_mins,commute_20_24_mins,commute_25_29_mins,commute_30_34_mins,commute_45_59_mins,aggregate_travel_time_to_work,income_less_10000,income_10000_14999,income_15000_19999,income_20000_24999,income_25000_29999,income_30000_34999,income_35000_39999,income_40000_44999,income_45000_49999,income_50000_59999,income_60000_74999,income_75000_99999,income_100000_124999,income_125000_149999,income_150000_199999,income_200000_or_more,renter_occupied_housing_units_paying_cash_median_gross_rent,owner_occupied_housing_units_lower_value_quartile,owner_occupied_housing_units_median_value,owner_occupied_housing_units_upper_value_quartile,married_households,occupied_housing_units,housing_units_renter_occupied,dwellings_1_units_detached,dwellings_1_units_attached,dwellings_2_units,dwellings_3_to_4_units,dwellings_5_to_9_units,dwellings_10_to_19_units,dwellings_20_to_49_units,dwellings_50_or_more_units,mobile_homes,housing_built_2005_or_later,housing_built_2000_to_2004,housing_built_1939_or_earlier,male_under_5,male_5_to_9,male_10_to_14,male_15_to_17,male_18_to_19,male_20,male_21,male_22_to_24,male_25_to_29,male_30_to_34,male_35_to_39,male_40_to_44,male_45_to_49,male_50_to_54,male_55_to_59,male_60_61,male_62_64,male_65_to_66,male_67_to_69,male_70_to_74,male_75_to_79,male_80_to_84,male_85_and_over,female_under_5,female_5_to_9,female_10_to_14,female_15_to_17,female_18_to_19,female_20,female_21,female_22_to_24,female_25_to_29,female_30_to_34,female_35_to_39,female_40_to_44,female_45_to_49,female_50_to_54,female_55_to_59,female_60_to_61,female_62_to_64,female_65_to_66,female_67_to_69,female_70_to_74,female_75_to_79,female_80_to_84,female_85_and_over,white_including_hispanic,black_including_hispanic,amerindian_including_hispanic,asian_including_hispanic,commute_5_9_mins,commute_35_39_mins,commute_40_44_mins,commute_60_89_mins,commute_90_more_mins,households_retirement_income,armed_forces,civilian_labor_force,employed_pop,unemployed_pop,not_in_labor_force,pop_16_over,pop_in_labor_force,asian_male_45_54,asian_male_55_64,black_male_45_54,black_male_55_64,hispanic_male_45_54,hispanic_male_55_64,white_male_45_54,white_male_55_64,bachelors_degree_2,bachelors_degree_or_higher_25_64,children,children_in_single_female_hh,commuters_by_bus,commuters_by_car_truck_van,commuters_by_carpool,commuters_by_subway_or_elevated,commuters_drove_alone,different_house_year_ago_different_city,different_house_year_ago_same_city,employed_agriculture_forestry_fishing_hunting_mining,employed_arts_entertainment_recreation_accommodation_food,employed_construction,employed_education_health_social,employed_finance_insurance_real_estate,employed_information,employed_manufacturing,employed_other_services_not_public_admin,employed_public_administration,employed_retail_trade,employed_science_management_admin_waste,employed_transportation_warehousing_utilities,employed_wholesale_trade,female_female_households,four_more_cars,gini_index,graduate_professional_degree,group_quarters,high_school_including_ged,households_public_asst_or_food_stamps,in_grades_1_to_4,in_grades_5_to_8,in_grades_9_to_12,in_school,in_undergrad_college,less_than_high_school_graduate,male_45_64_associates_degree,male_45_64_bachelors_degree,male_45_64_graduate_degree,male_45_64_less_than_9_grade,male_45_64_grade_9_12,male_45_64_high_school,male_45_64_some_college,male_45_to_64,male_male_households,management_business_sci_arts_employed,no_car,no_cars,not_us_citizen_pop,occupation_management_arts,occupation_natural_resources_construction_maintenance,occupation_production_transportation_material,occupation_sales_office,occupation_services,one_car,two_cars,three_cars,pop_25_64,pop_determined_poverty_status,population_1_year_and_over,population_3_years_over,poverty,sales_office_employed,some_college_and_associates_degree,walked_to_work,worked_at_home,workers_16_and_over,associates_degree,bachelors_degree,high_school_diploma,less_one_year_college,masters_degree,one_year_more_college,pop_25_years_over,commute_35_44_mins,commute_60_more_mins,commute_less_10_mins,commuters_16_over,hispanic_any_race,pop_5_years_over,speak_only_english_at_home,speak_spanish_at_home,speak_spanish_at_home_low_english,pop_15_and_over,pop_never_married,pop_now_married,pop_separated,pop_widowed,pop_divorced,do_date
0,13153,19169.0,38986.0,1992.0,971.0,3082.0,1650.0,643.0,1986.0,4023.0,2224.0,3323.0,1442.0,2378.0,155469.0,77540.0,77929.0,36.1,,,,,,,,,,58155.0,58965.0,33750.0,63959.0,5804.0,,,741.0,26.3,36433.0,0.0,26052.0,10219.0,8315.0,5930.0,1891.0,0.0,494.0,1904.0,135.0,135.0,13023.0,16416.0,14158.0,4734.0,10534.0,1076.0,1679850.0,2747.0,2340.0,1732.0,2720.0,3072.0,3635.0,2842.0,1606.0,5118.0,3580.0,5619.0,6388.0,6083.0,2685.0,3767.0,4221.0,898.0,95200.0,143900.0,213900.0,28960.0,58155.0,21722.0,45075.0,910.0,814.0,2626.0,4529.0,4156.0,289.0,460.0,5061.0,4007.0,2074.0,1362.0,4889.0,5840.0,5771.0,3799.0,971.0,1647.0,660.0,3331.0,5751.0,6054.0,5849.0,4195.0,7289.0,4358.0,6391.0,1512.0,1757.0,1313.0,1368.0,2197.0,1465.0,716.0,417.0,4667.0,4729.0,6506.0,2588.0,2748.0,455.0,423.0,2430.0,5585.0,5605.0,5482.0,5451.0,5254.0,5417.0,4221.0,2708.0,2777.0,1297.0,1671.0,3409.0,1812.0,1079.0,1615.0,91416.0,51094.0,640.0,5559.0,3647.0,1633.0,1437.0,2920.0,1665.0,14235.0,2786.0,77322.0,73425.0,3897.0,41293.0,121401.0,80108.0,,,2735.0,3501.0,,,5697.0,6073.0,19146.0,28276.0,38789.0,8461.0,,,,,,19775.0,4567.0,763.0,4447.0,4612.0,14395.0,3683.0,2114.0,7188.0,4009.0,11242.0,9607.0,8524.0,2272.0,569.0,0.0,3846.0,0.4476,12934.0,1694.0,28438.0,5795.0,9154.0,10480.0,7836.0,44440.0,9952.0,10478.0,2141.0,5019.0,2255.0,473.0,649.0,6064.0,4706.0,21307.0,149.0,24686.0,829.0,2368.0,5393.0,24686.0,8789.0,9346.0,17858.0,12746.0,17933.0,24644.0,9364.0,85656.0,152841.0,153580.0,150029.0,18069.0,17858.0,33019.0,,,,10735.0,19146.0,24682.0,6569.0,11013.0,15715.0,104015.0,,,,,,,,,,,,,,,,2018
1,18035,18998.0,26313.0,1965.0,1936.0,4128.0,1967.0,1106.0,649.0,1493.0,2220.0,824.0,1017.0,583.0,114772.0,55362.0,59410.0,35.0,,,,,,,,,993.0,45311.0,41662.0,23387.0,52731.0,7420.0,1177.0,438.0,611.0,35.9,29388.0,86.0,17769.0,7405.0,5219.0,3466.0,1415.0,338.0,0.0,2186.0,791.0,764.0,10749.0,10299.0,7135.0,1622.0,2985.0,2660.0,1050195.0,4444.0,2374.0,3405.0,3536.0,2600.0,3347.0,2249.0,1761.0,1974.0,3760.0,4201.0,6004.0,2042.0,1545.0,589.0,1480.0,750.0,62700.0,96000.0,147100.0,19433.0,45311.0,15923.0,37386.0,327.0,1866.0,2641.0,2292.0,2635.0,1259.0,1694.0,2631.0,1465.0,58.0,3172.0,3123.0,3774.0,2509.0,1921.0,2718.0,2349.0,2035.0,4167.0,3872.0,2732.0,2933.0,2257.0,3043.0,3170.0,3342.0,1389.0,1699.0,895.0,1657.0,2305.0,1433.0,862.0,1177.0,2903.0,3118.0,2242.0,1840.0,3623.0,1806.0,2237.0,3646.0,4038.0,2678.0,2933.0,2793.0,3061.0,3669.0,3728.0,840.0,2653.0,2046.0,958.0,3144.0,1787.0,1659.0,2008.0,101710.0,7989.0,110.0,1718.0,9580.0,716.0,604.0,2149.0,1211.0,10006.0,140.0,57484.0,54230.0,3254.0,38304.0,95928.0,57624.0,,,247.0,174.0,,,5801.0,6046.0,9434.0,13319.0,21430.0,3851.0,,,,,,17966.0,7294.0,784.0,6422.0,1801.0,15875.0,2279.0,687.0,7499.0,2822.0,2629.0,6879.0,3605.0,1988.0,960.0,110.0,2722.0,0.4486,8274.0,7297.0,22869.0,5871.0,5199.0,3594.0,4383.0,34645.0,16920.0,8146.0,1287.0,1706.0,1554.0,191.0,893.0,4238.0,2774.0,12643.0,0.0,18357.0,1105.0,3004.0,802.0,18357.0,2846.0,9038.0,11688.0,12301.0,15300.0,16620.0,7665.0,50830.0,107717.0,113846.0,110929.0,24394.0,11688.0,22038.0,,,,6391.0,9434.0,19218.0,5109.0,6394.0,10538.0,70761.0,,,,,,,,,,,,,,,,2018
2,45003,23753.0,44856.0,1986.0,1918.0,5857.0,869.0,394.0,1572.0,1433.0,1562.0,3477.0,618.0,615.0,169401.0,83093.0,86308.0,41.3,,,,,,,,,,68609.0,51932.0,29266.0,77687.0,9078.0,,,595.0,31.6,50294.0,97.0,28562.0,11489.0,6368.0,2928.0,3328.0,112.0,0.0,5121.0,669.0,628.0,10574.0,12982.0,10706.0,5381.0,10555.0,5870.0,1739610.0,4988.0,3847.0,3841.0,3893.0,2896.0,2892.0,3387.0,3682.0,3095.0,5509.0,7679.0,8474.0,4880.0,3351.0,3586.0,2609.0,825.0,84000.0,154000.0,230700.0,33180.0,68609.0,18315.0,52651.0,2311.0,1641.0,2498.0,1969.0,997.0,533.0,432.0,14655.0,3341.0,3456.0,2688.0,5742.0,5711.0,4655.0,3943.0,2902.0,1364.0,334.0,2470.0,5122.0,5279.0,5279.0,4131.0,4704.0,5262.0,5923.0,2385.0,3203.0,2288.0,2553.0,4199.0,2505.0,1468.0,1671.0,5036.0,3887.0,5546.0,2144.0,2063.0,622.0,1744.0,3299.0,5032.0,4678.0,4241.0,5973.0,5161.0,5691.0,7515.0,2181.0,3434.0,2361.0,3430.0,4741.0,3633.0,1667.0,2229.0,120302.0,43943.0,313.0,1527.0,5294.0,2218.0,2911.0,2578.0,998.0,17692.0,265.0,79337.0,75205.0,4132.0,57568.0,137170.0,79602.0,,,2396.0,2610.0,,,6925.0,8489.0,19993.0,22028.0,36664.0,11391.0,,,,,,21789.0,1648.0,559.0,7500.0,5503.0,16757.0,2738.0,436.0,10519.0,3663.0,3984.0,9262.0,8422.0,4601.0,1261.0,0.0,5362.0,0.461,11192.0,2780.0,39815.0,7944.0,6813.0,8231.0,8316.0,35822.0,7161.0,12432.0,1654.0,3443.0,1600.0,1096.0,1653.0,7773.0,4258.0,21477.0,0.0,25190.0,1951.0,4584.0,4200.0,25190.0,6552.0,10442.0,16377.0,16644.0,23767.0,23842.0,11054.0,85194.0,166508.0,168141.0,162584.0,24753.0,16377.0,34507.0,,,,8662.0,19993.0,32860.0,6341.0,8327.0,19504.0,117939.0,,,,,,,,,,,,,,,,2018
3,55131,17175.0,38313.0,1985.0,451.0,1157.0,1056.0,1058.0,1167.0,1294.0,1778.0,2243.0,1048.0,498.0,135693.0,67090.0,68603.0,43.3,125755.0,1803.0,1890.0,4370.0,379.0,4.0,1411.0,131323.0,,55488.0,73435.0,38547.0,57201.0,1713.0,,,745.0,25.3,43738.0,289.0,28875.0,9557.0,7994.0,4740.0,2903.0,351.0,0.0,1563.0,346.0,248.0,8462.0,8529.0,9516.0,5773.0,10615.0,4394.0,1584250.0,1441.0,1180.0,1291.0,1289.0,1679.0,3145.0,2265.0,3421.0,2372.0,3825.0,6321.0,7734.0,6898.0,4506.0,4909.0,3212.0,890.0,176900.0,241500.0,342900.0,32287.0,55488.0,11750.0,38477.0,4691.0,3525.0,3099.0,2369.0,1524.0,1490.0,1388.0,638.0,1701.0,1008.0,1582.0,3650.0,4391.0,3951.0,2715.0,1483.0,561.0,306.0,2404.0,3361.0,4265.0,4893.0,3756.0,4427.0,5430.0,5090.0,2289.0,2973.0,1293.0,2368.0,3126.0,1858.0,1652.0,848.0,3917.0,3704.0,4706.0,2721.0,1538.0,0.0,1206.0,2180.0,3346.0,3818.0,4278.0,3912.0,4418.0,5188.0,5377.0,1774.0,3311.0,1537.0,2273.0,3332.0,2550.0,1968.0,1549.0,127836.0,1803.0,379.0,1890.0,8745.0,3617.0,3411.0,1776.0,496.0,12092.0,74.0,74843.0,72577.0,2266.0,34461.0,109378.0,74917.0,,,,,,,9411.0,10101.0,20964.0,26691.0,29755.0,2953.0,,,,,,,,940.0,4309.0,4735.0,14463.0,5286.0,860.0,17279.0,3476.0,2168.0,7812.0,5365.0,2907.0,2977.0,112.0,4142.0,0.4033,11697.0,915.0,30741.0,2997.0,6196.0,6862.0,7472.0,30268.0,4277.0,5123.0,1989.0,4167.0,2714.0,162.0,1252.0,6785.0,3140.0,20209.0,0.0,26966.0,1022.0,1377.0,1938.0,26966.0,6598.0,13378.0,15982.0,9653.0,16226.0,24704.0,9039.0,71906.0,135033.0,,131300.0,4814.0,15982.0,27735.0,,,,10949.0,20964.0,27978.0,5947.0,8717.0,10839.0,96260.0,,,,,,,,,,,,,,,,2018
4,45041,16319.0,34199.0,1980.0,2864.0,4015.0,1183.0,528.0,1191.0,1287.0,1401.0,2662.0,1390.0,1014.0,138159.0,63556.0,74603.0,38.3,70974.0,57909.0,1678.0,3754.0,377.0,622.0,2749.0,134405.0,,50518.0,48790.0,27206.0,61109.0,10591.0,1450.0,992.0,585.0,28.4,32983.0,70.0,17414.0,9753.0,5270.0,3703.0,1404.0,163.0,0.0,4483.0,255.0,255.0,8402.0,14929.0,9087.0,3931.0,7103.0,3152.0,1292470.0,5471.0,2075.0,3050.0,3282.0,1525.0,2906.0,2737.0,2574.0,2156.0,4307.0,5775.0,5098.0,3839.0,2176.0,2046.0,1501.0,749.0,71500.0,141700.0,230700.0,22953.0,50518.0,17535.0,40328.0,383.0,1873.0,2119.0,3441.0,189.0,302.0,888.0,11437.0,1796.0,790.0,1936.0,4217.0,3937.0,5271.0,2760.0,1807.0,231.0,1012.0,2404.0,4186.0,3735.0,4333.0,3299.0,4089.0,4191.0,4001.0,1252.0,2944.0,1430.0,2577.0,2398.0,1906.0,782.0,794.0,4436.0,4062.0,5446.0,2567.0,2486.0,569.0,1141.0,2407.0,5291.0,4715.0,4822.0,4046.0,4695.0,4918.0,4929.0,2614.0,1948.0,1677.0,3071.0,3158.0,2154.0,2261.0,1190.0,71932.0,58588.0,726.0,1678.0,5663.0,1928.0,475.0,2183.0,836.0,8998.0,0.0,65018.0,61910.0,3108.0,44243.0,109261.0,65018.0,,,3037.0,2953.0,,,4823.0,4862.0,13685.0,18601.0,32696.0,11701.0,,,,,,,,673.0,5352.0,2787.0,17107.0,3358.0,493.0,7130.0,2570.0,2627.0,8523.0,5462.0,3628.0,2200.0,37.0,2412.0,0.5177,9630.0,2902.0,31816.0,7828.0,6439.0,8424.0,7544.0,34975.0,6960.0,13372.0,1361.0,2487.0,2042.0,635.0,2080.0,5317.0,2555.0,16477.0,0.0,20747.0,1486.0,4135.0,1100.0,20747.0,4328.0,9821.0,16617.0,10397.0,16521.0,19375.0,8075.0,70008.0,134691.0,,133197.0,23523.0,16617.0,24903.0,,,,9049.0,13685.0,26939.0,3293.0,6676.0,12561.0,93406.0,,,,,,,,,,,,,,,,2018
5,26111,11596.0,22495.0,1975.0,553.0,1443.0,587.0,660.0,858.0,1341.0,658.0,1997.0,804.0,170.0,83209.0,40637.0,42572.0,41.8,,,,,,,,,,34091.0,56091.0,34197.0,37115.0,3024.0,,,589.0,27.3,25020.0,203.0,13910.0,5742.0,4737.0,4046.0,610.0,30.0,51.0,1005.0,404.0,278.0,7641.0,6284.0,5333.0,1914.0,3000.0,1195.0,806795.0,2083.0,1538.0,1618.0,1633.0,2049.0,1922.0,1290.0,1475.0,1215.0,3275.0,3200.0,4389.0,2563.0,1725.0,1805.0,2311.0,700.0,92700.0,146200.0,218200.0,17682.0,34091.0,9071.0,25172.0,835.0,1177.0,596.0,1683.0,1313.0,1264.0,760.0,4315.0,876.0,520.0,1829.0,2503.0,2763.0,2232.0,1606.0,1141.0,390.0,375.0,1638.0,2588.0,2396.0,2488.0,2337.0,2641.0,3065.0,2872.0,1337.0,1567.0,1028.0,1106.0,1777.0,998.0,740.0,1049.0,2333.0,2073.0,3169.0,1550.0,948.0,150.0,419.0,1550.0,2659.0,2680.0,2173.0,2574.0,2502.0,3091.0,2591.0,1315.0,1954.0,1181.0,1739.0,1839.0,2026.0,836.0,1220.0,77869.0,1229.0,250.0,2101.0,4300.0,858.0,1535.0,1699.0,647.0,9410.0,0.0,39526.0,37354.0,2172.0,28026.0,67552.0,39526.0,,,,,,,5133.0,5642.0,10329.0,15008.0,18229.0,2786.0,,,,,,8182.0,2266.0,301.0,5071.0,2052.0,10259.0,1626.0,376.0,7265.0,1531.0,889.0,3736.0,2606.0,959.0,683.0,39.0,2350.0,0.4868,8371.0,1332.0,17351.0,4450.0,4128.0,4009.0,4308.0,19595.0,4292.0,3600.0,1371.0,1580.0,1872.0,137.0,1112.0,3370.0,2040.0,11482.0,67.0,15191.0,1001.0,2373.0,1828.0,15191.0,2434.0,4651.0,6596.0,8482.0,10802.0,13507.0,5059.0,42830.0,81952.0,82224.0,80212.0,10054.0,6596.0,18718.0,,,,7232.0,10329.0,16104.0,4199.0,4833.0,7287.0,58369.0,,,,,,,,,,,,,,,,2018
6,40125,7872.0,18842.0,1977.0,906.0,1716.0,338.0,616.0,622.0,667.0,1243.0,974.0,1092.0,293.0,72679.0,34613.0,38066.0,37.5,52406.0,2500.0,432.0,3781.0,8942.0,32.0,4538.0,68898.0,,26714.0,48776.0,23510.0,29998.0,3284.0,513.0,178.0,554.0,26.3,18247.0,8.0,9271.0,4907.0,2435.0,981.0,1359.0,95.0,0.0,2472.0,283.0,269.0,3984.0,4598.0,3326.0,1142.0,2332.0,2949.0,727100.0,2213.0,2012.0,1235.0,1296.0,1659.0,1516.0,1551.0,925.0,1353.0,2480.0,2854.0,3382.0,2211.0,716.0,786.0,525.0,741.0,76000.0,126400.0,195000.0,13379.0,26714.0,8467.0,22850.0,384.0,1025.0,383.0,889.0,212.0,210.0,420.0,3584.0,1039.0,1236.0,1285.0,2131.0,2372.0,2334.0,1534.0,1093.0,596.0,586.0,1187.0,2309.0,2048.0,2450.0,1878.0,2111.0,2112.0,1871.0,1303.0,1370.0,865.0,917.0,1563.0,761.0,448.0,774.0,2234.0,2138.0,2896.0,1514.0,1060.0,891.0,288.0,1382.0,2419.0,2401.0,2738.0,1874.0,2312.0,2550.0,2400.0,1179.0,1297.0,601.0,1248.0,1949.0,857.0,807.0,1031.0,54800.0,2597.0,9342.0,432.0,3595.0,1080.0,1497.0,1884.0,578.0,5524.0,15.0,31282.0,30003.0,1279.0,26195.0,57492.0,31297.0,,,,,146.0,205.0,3224.0,3606.0,6150.0,7570.0,17153.0,4519.0,,,,,,,,1226.0,2841.0,1927.0,6764.0,1199.0,337.0,3273.0,2042.0,2611.0,3309.0,1884.0,1852.0,738.0,77.0,2384.0,0.4424,4091.0,3039.0,16785.0,4572.0,3719.0,4130.0,4331.0,19224.0,4609.0,5273.0,704.0,1521.0,559.0,176.0,934.0,2972.0,1901.0,8767.0,0.0,9842.0,614.0,1647.0,656.0,9842.0,3558.0,5234.0,6644.0,4725.0,8198.0,10474.0,4011.0,36622.0,69751.0,,70203.0,12586.0,6644.0,16144.0,,,,4072.0,6150.0,13424.0,5131.0,3360.0,6941.0,48443.0,,,,,,,,,,,,,,,,2018
7,47009,13062.0,38384.0,1986.0,1220.0,2507.0,807.0,899.0,1729.0,1551.0,1487.0,2046.0,1067.0,566.0,131349.0,63586.0,67763.0,43.7,,,,,,,,,,51446.0,58809.0,29943.0,58673.0,7227.0,,,688.0,28.8,37567.0,465.0,20975.0,7899.0,5496.0,2931.0,2238.0,327.0,0.0,2403.0,1493.0,1105.0,7606.0,10930.0,8861.0,3550.0,9581.0,4855.0,1423610.0,2720.0,2460.0,2069.0,2197.0,1925.0,2617.0,2963.0,2700.0,2576.0,3862.0,6015.0,7342.0,4924.0,3010.0,2422.0,1644.0,816.0,131200.0,197200.0,290100.0,29101.0,51446.0,13879.0,42808.0,1322.0,226.0,2085.0,1881.0,829.0,563.0,456.0,8503.0,1914.0,2071.0,2464.0,3622.0,4568.0,3517.0,2831.0,1518.0,651.0,662.0,2224.0,3789.0,3357.0,3883.0,3436.0,4286.0,4293.0,4122.0,1913.0,2824.0,1597.0,2687.0,2938.0,2603.0,1556.0,709.0,3008.0,4113.0,2870.0,2595.0,1601.0,526.0,694.0,2976.0,3812.0,3557.0,4860.0,3179.0,4303.0,4684.0,5090.0,2234.0,2583.0,1782.0,2648.0,4333.0,2727.0,1777.0,1811.0,122926.0,3551.0,228.0,775.0,6094.0,1588.0,2242.0,1883.0,807.0,12854.0,58.0,64391.0,61767.0,2624.0,43813.0,108262.0,64449.0,,,,,,,8245.0,8461.0,14340.0,17084.0,27124.0,3678.0,,,,,,9523.0,858.0,576.0,7021.0,4040.0,16362.0,4270.0,785.0,7567.0,2096.0,1708.0,7071.0,5425.0,3802.0,1044.0,38.0,5808.0,0.4308,8537.0,1986.0,32709.0,4899.0,5609.0,5050.0,6702.0,26680.0,4467.0,9545.0,2072.0,2670.0,1588.0,505.0,1104.0,6924.0,2575.0,17438.0,0.0,20533.0,388.0,1909.0,1414.0,20533.0,5387.0,9061.0,14520.0,12266.0,12282.0,21209.0,10238.0,66205.0,129405.0,130851.0,128327.0,11564.0,14520.0,28242.0,,,,8100.0,14340.0,28176.0,6662.0,5166.0,13480.0,93373.0,,,,,,,,,,,,,,,,2018
8,19193,12802.0,26451.0,1956.0,486.0,2100.0,1242.0,1006.0,1092.0,2007.0,787.0,1541.0,2106.0,1069.0,102539.0,51134.0,51405.0,36.7,,,,,,,,,,39253.0,61516.0,29277.0,42434.0,3181.0,,,632.0,27.4,25817.0,0.0,15151.0,8588.0,4386.0,2967.0,1277.0,87.0,55.0,4202.0,1421.0,1421.0,10847.0,10012.0,8857.0,1880.0,2387.0,1361.0,884430.0,1768.0,1765.0,1087.0,2701.0,2436.0,2320.0,1407.0,1552.0,968.0,3058.0,3916.0,6328.0,3408.0,1888.0,3099.0,1552.0,801.0,90100.0,128100.0,203500.0,18449.0,39253.0,13436.0,30676.0,934.0,2161.0,1416.0,1220.0,1396.0,1901.0,1229.0,1501.0,673.0,635.0,4261.0,3853.0,3921.0,3848.0,2278.0,1772.0,1021.0,740.0,1201.0,3365.0,3567.0,2836.0,3789.0,2999.0,2783.0,3537.0,1275.0,1725.0,1208.0,1432.0,1530.0,867.0,969.0,618.0,3156.0,3634.0,4311.0,1650.0,1290.0,585.0,448.0,1781.0,3512.0,3062.0,4119.0,2616.0,2752.0,2765.0,2731.0,1592.0,2226.0,895.0,1799.0,2192.0,1291.0,1606.0,1392.0,89664.0,4374.0,2067.0,2906.0,8244.0,579.0,330.0,1147.0,706.0,5763.0,63.0,53353.0,50829.0,2524.0,24579.0,77995.0,53416.0,,,,,891.0,362.0,4471.0,5305.0,10704.0,11721.0,26651.0,8271.0,,,,,,4765.0,4700.0,906.0,4508.0,4363.0,11022.0,2325.0,480.0,8285.0,2142.0,1498.0,7901.0,3093.0,2856.0,1450.0,22.0,4139.0,0.4308,4647.0,2799.0,21654.0,6004.0,5387.0,6903.0,5480.0,26509.0,5029.0,7640.0,1150.0,1856.0,475.0,695.0,706.0,4600.0,2837.0,12319.0,81.0,15162.0,1413.0,3078.0,3293.0,15162.0,4724.0,10722.0,12743.0,7478.0,10867.0,14342.0,6827.0,51251.0,99863.0,101280.0,99212.0,14105.0,12743.0,22405.0,,,,7178.0,10704.0,18547.0,5536.0,3760.0,9691.0,67050.0,,,,,,,,,,,,,,,,2018
9,38015,15698.0,25038.0,1987.0,941.0,1348.0,1056.0,1238.0,303.0,1137.0,2108.0,1772.0,2493.0,131.0,95273.0,48205.0,47068.0,37.4,,,,,,,,,,40736.0,71172.0,37979.0,43159.0,2423.0,,,760.0,23.3,28209.0,7.0,17775.0,7674.0,5136.0,4166.0,809.0,161.0,0.0,2538.0,470.0,470.0,15692.0,12172.0,6107.0,1401.0,1592.0,1115.0,985020.0,1473.0,1734.0,981.0,1268.0,1471.0,2102.0,1672.0,1554.0,1263.0,2996.0,4744.0,5409.0,5957.0,2533.0,3120.0,2459.0,839.0,195300.0,272400.0,362200.0,19512.0,40736.0,12527.0,24742.0,3356.0,969.0,1743.0,1228.0,2679.0,3042.0,2175.0,3225.0,4487.0,3452.0,987.0,3506.0,3290.0,3049.0,1583.0,1309.0,961.0,1268.0,1493.0,3902.0,3821.0,2882.0,3248.0,2538.0,2603.0,3430.0,1364.0,1197.0,1512.0,1008.0,1548.0,772.0,993.0,928.0,2872.0,2512.0,3281.0,1591.0,1420.0,638.0,292.0,2116.0,3003.0,2992.0,3207.0,2850.0,3073.0,2563.0,3450.0,1043.0,1769.0,1361.0,1865.0,1146.0,1292.0,999.0,1733.0,86062.0,2208.0,4210.0,572.0,6986.0,61.0,339.0,2669.0,976.0,6627.0,38.0,53767.0,52813.0,954.0,22060.0,75865.0,53805.0,,,,,,,5053.0,5636.0,16273.0,17443.0,21684.0,5134.0,,,,,,8146.0,5795.0,1695.0,5435.0,3949.0,12734.0,3803.0,649.0,2874.0,1779.0,4460.0,6492.0,3501.0,4207.0,1235.0,102.0,5007.0,0.411,5563.0,3249.0,14634.0,2888.0,4753.0,4994.0,3841.0,22232.0,4867.0,2821.0,2192.0,2721.0,660.0,27.0,176.0,2834.0,2522.0,11132.0,0.0,20696.0,339.0,2062.0,637.0,20696.0,4895.0,5965.0,11962.0,9295.0,12623.0,14388.0,6656.0,48935.0,92425.0,93758.0,91497.0,6526.0,11962.0,24801.0,,,,11625.0,16273.0,12296.0,4086.0,3478.0,9090.0,64092.0,,,,,,,,,,,,,,,,2018
